date,segment,sales
22-06-2012,Corporate,221.508
5/2/2013,Consumer,206.388
27-02-2013,Consumer,85.5414
20-09-2013,Consumer,159.88
10/8/2011,Consumer,137.79
30-04-2014,Corporate,60.96
16-12-2013,Home Office,132.84
7/7/2014,Consumer,149.82
4/6/2013,Home Office,146.1
21-07-2014,Consumer,114.528
14-11-2014,Home Office,254.88
16-05-2012,Consumer,28.96
26-12-2014,Corporate,128.8
13-12-2013,Corporate,156.6
4/9/2013,Consumer,64.38
12/1/2012,Consumer,187.515
26-12-2013,Consumer,103.584
18-09-2012,Consumer,109.65
15-02-2012,Corporate,134.97
5/9/2014,Consumer,421.1
18-12-2013,Corporate,165.6
3/1/2014,Consumer,130.62
12/8/2011,Consumer,28.68
14-09-2011,Corporate,158.4
25-07-2013,Home Office,67.44
24-08-2012,Consumer,153.42
17-09-2014,Corporate,146.9052
2/7/2014,Consumer,139.77
1/7/2014,Consumer,248.57
23-03-2012,Corporate,221.568
19-06-2012,Home Office,77
12/1/2012,Consumer,174.84
29-08-2013,Corporate,95.04
14-11-2014,Consumer,289.35
1/2/2011,Consumer,40.68
13-09-2011,Corporate,110.28
27-08-2012,Consumer,124.338
15-10-2014,Consumer,325.92
27-02-2013,Corporate,49.44
31-10-2014,Consumer,59.4
4/3/2013,Corporate,563.43
7/3/2011,Consumer,48.712
7/4/2014,Corporate,137.31
1/7/2011,Consumer,34.02
8/2/2013,Home Office,107.1
19-10-2014,Corporate,109.8
16-06-2012,Consumer,124.32
31-05-2011,Home Office,98.46
6/8/2012,Consumer,69.516
28-12-2012,Consumer,54.384
22-10-2011,Corporate,129.92
4/5/2013,Consumer,51.968
14-05-2014,Corporate,189.12
7/5/2012,Corporate,38.28
26-02-2013,Consumer,192.128
25-11-2013,Consumer,199.44
24-06-2014,Corporate,168.12
3/8/2012,Home Office,151.38
27-06-2013,Corporate,98.46
2/11/2012,Consumer,147.9
5/7/2014,Home Office,132.867
23-05-2014,Corporate,266.688
26-08-2014,Consumer,75.492
30-10-2014,Corporate,93.18
6/6/2013,Consumer,66.744
26-09-2011,Consumer,32.85
11/9/2014,Consumer,141.9
3/9/2012,Consumer,52.512
11/2/2013,Corporate,69.93
13-11-2014,Consumer,221.024
11/6/2014,Consumer,257.85
16-06-2012,Consumer,140.52
23-06-2014,Corporate,44.94
7/12/2012,Home Office,147.9
12/6/2014,Consumer,111.78
1/2/2013,Consumer,303.858
6/7/2012,Corporate,160.5366
26-08-2013,Corporate,114.66
13-08-2013,Home Office,130.41
11/6/2012,Consumer,77.526
25-06-2012,Consumer,38.88
14-12-2012,Consumer,154.7784
27-11-2014,Corporate,96.3
11/9/2014,Consumer,296.85
13-09-2014,Consumer,166.44
27-03-2012,Consumer,83.7
26-09-2011,Consumer,143.1
16-06-2011,Consumer,130.56
9/12/2011,Consumer,66.72
26-06-2014,Home Office,253.44
25-03-2014,Consumer,185.28
20-08-2011,Home Office,145.35
7/7/2012,Consumer,178.74
3/6/2014,Home Office,158.94
8/4/2013,Corporate,37.94
7/10/2012,Consumer,96
3/3/2011,Home Office,139.8
7/8/2013,Consumer,74.64
21-04-2011,Consumer,85.62
30-08-2011,Consumer,80.1
6/2/2012,Consumer,111.84
31-08-2012,Corporate,108.42
6/11/2014,Consumer,166.5
9/7/2013,Corporate,116.88
27-12-2011,Consumer,54
15-11-2012,Consumer,117.15
27-08-2012,Home Office,96.18
3/7/2013,Corporate,126.8
11/3/2014,Home Office,659.424
24-07-2014,Corporate,170.64
25-11-2014,Consumer,226.9
29-08-2011,Home Office,110.6
5/3/2013,Consumer,75.15
19-12-2011,Home Office,178.56
3/1/2014,Corporate,69.498
30-12-2014,Corporate,101.12
5/2/2013,Consumer,186.54
3/10/2013,Consumer,40.4
5/11/2012,Home Office,187.848
10/5/2014,Consumer,96.66
28-09-2012,Consumer,147.45
26-01-2011,Consumer,108
6/5/2011,Corporate,166.74
20-11-2013,Corporate,167.268
14-10-2011,Corporate,112.2
18-10-2012,Corporate,109.32
1/8/2012,Corporate,196.884
2/6/2014,Corporate,95.85
1/6/2013,Consumer,191.079
3/6/2011,Corporate,62.61
30-12-2012,Consumer,171
2/7/2013,Consumer,130.68
4/12/2014,Corporate,35.8
22-10-2014,Consumer,145.152
21-01-2014,Consumer,144.096
13-09-2014,Consumer,190.44
10/12/2012,Consumer,92.052
18-09-2011,Consumer,88.35
11/4/2013,Consumer,65.052
3/8/2012,Home Office,73.26
26-08-2011,Home Office,149.97
29-05-2014,Corporate,115.96
13-12-2014,Consumer,65.31
29-10-2013,Corporate,34.68
8/5/2013,Consumer,38.58
1/12/2011,Consumer,102.33
20-05-2013,Corporate,149.28
28-01-2014,Consumer,137.94
7/11/2011,Consumer,49.47
28-12-2011,Consumer,124.56
27-07-2014,Consumer,149.38
11/2/2014,Corporate,210.69
3/4/2014,Corporate,168.3
14-05-2014,Consumer,53.406
9/8/2012,Corporate,99.6
16-03-2012,Consumer,91.134
18-06-2013,Consumer,32.4
12/12/2013,Consumer,50.22
29-09-2011,Corporate,31.752
21-04-2014,Consumer,162.96
30-11-2012,Home Office,132.87
29-12-2014,Consumer,108.36
17-07-2011,Consumer,80.32
9/8/2011,Consumer,88.44
5/1/2012,Consumer,200.088
8/12/2011,Consumer,123.8664
10/10/2013,Consumer,276.2613
27-06-2012,Corporate,181.8
31-01-2013,Home Office,109.592
24-04-2014,Consumer,92.88
28-10-2011,Home Office,84.672
2/8/2013,Consumer,238.08
5/11/2013,Corporate,63.84
3/8/2012,Home Office,85.47
15-03-2014,Home Office,146.121
22-03-2014,Home Office,169.68
19-02-2013,Consumer,70.88
5/9/2012,Consumer,48.96
9/2/2013,Corporate,120
10/1/2013,Consumer,122.58
28-08-2014,Corporate,98.4
20-12-2013,Home Office,161.1
25-12-2012,Consumer,129.6
8/9/2014,Corporate,121.92
11/4/2012,Consumer,88.83
24-06-2014,Consumer,138.96
16-05-2013,Consumer,81.408
30-08-2014,Consumer,156.1032
26-12-2013,Corporate,145.32
30-07-2011,Corporate,177.93
26-11-2014,Corporate,195.72
21-03-2014,Consumer,61.96
12/6/2014,Home Office,124.32
25-06-2013,Consumer,40.32
21-04-2014,Consumer,169.68
22-02-2014,Home Office,123.12
27-11-2014,Corporate,91.68
21-02-2014,Corporate,63.24
11/9/2012,Corporate,99.2
18-08-2014,Consumer,86.4
6/8/2012,Consumer,154.5
30-04-2013,Consumer,165.888
6/12/2013,Consumer,73.92
7/4/2014,Home Office,208.2375
22-08-2014,Consumer,121.6116
29-11-2011,Corporate,248.688
11/9/2013,Home Office,273.3
23-05-2012,Home Office,58.32
18-02-2013,Corporate,160.92
2/7/2014,Consumer,222.81
4/11/2013,Home Office,41.463
2/9/2011,Corporate,43.83
27-11-2012,Corporate,133.488
6/8/2013,Consumer,200.04
27-01-2012,Corporate,179.46
24-07-2012,Consumer,52.0566
16-08-2013,Consumer,122.328
20-09-2013,Consumer,249.95
26-12-2011,Consumer,81.552
19-06-2014,Home Office,74.352
25-04-2011,Corporate,110.1
15-11-2012,Corporate,74.49
6/11/2012,Consumer,161.5
24-10-2014,Consumer,67.92
22-03-2011,Consumer,89.94
27-12-2011,Home Office,55.86
21-06-2013,Consumer,99.84
17-02-2011,Corporate,70.2
29-11-2013,Corporate,101.7
14-11-2012,Corporate,91.176
17-04-2013,Consumer,123.088
30-08-2013,Consumer,105.72
10/4/2014,Home Office,65.043
9/5/2012,Corporate,63.504
22-10-2011,Consumer,68.985
6/3/2012,Consumer,435.26
15-01-2011,Corporate,61.96
11/8/2012,Home Office,138
13-08-2014,Consumer,174.95
13-11-2014,Consumer,61.44
28-03-2013,Home Office,93.84
10/9/2013,Corporate,217.32
11/7/2014,Corporate,112.86
6/9/2012,Corporate,92.04
16-09-2014,Consumer,95.42
6/9/2014,Consumer,94.32
25-09-2014,Consumer,92.88
3/10/2012,Corporate,185.8
17-10-2014,Consumer,114.17
19-06-2014,Corporate,146.58
9/12/2013,Corporate,231.642
20-10-2011,Corporate,256.5
10/9/2012,Home Office,83.88
27-12-2013,Corporate,146.352
21-08-2012,Home Office,99.588
31-01-2013,Corporate,75.48
5/7/2014,Home Office,158.736
7/4/2013,Corporate,99.3
14-10-2014,Consumer,167.4
3/11/2014,Corporate,126.96
14-09-2013,Consumer,64
4/12/2014,Corporate,74.208
4/1/2012,Consumer,97.92
18-10-2013,Consumer,85.5
12/8/2013,Corporate,275.13
9/11/2012,Corporate,117.126
2/11/2013,Corporate,445.5
22-10-2011,Home Office,93.888
10/9/2014,Corporate,99.87
1/5/2013,Corporate,48.6
30-10-2013,Corporate,97.56
16-09-2014,Home Office,144.2
28-06-2011,Corporate,246.9
1/11/2012,Home Office,84.9
14-05-2013,Consumer,193.68
9/5/2014,Consumer,169.44
3/12/2014,Corporate,242.352
10/5/2012,Home Office,36.784
16-09-2014,Home Office,300.904
17-06-2013,Home Office,91.475
24-12-2012,Home Office,297.09
9/4/2014,Home Office,121.84
14-10-2013,Corporate,81.84
31-12-2014,Home Office,135.48
29-10-2013,Consumer,97.56
30-01-2013,Consumer,188.76
11/6/2013,Consumer,123.66
3/12/2013,Consumer,133.29
25-11-2014,Consumer,82.5
30-10-2014,Consumer,42.84
6/8/2014,Consumer,1113.264
22-03-2012,Consumer,129.568
30-10-2011,Consumer,115.74
31-03-2014,Corporate,77.52
2/10/2014,Consumer,168.2
23-12-2011,Corporate,32.576
5/6/2014,Consumer,184.76
25-11-2011,Consumer,52.72
6/12/2013,Consumer,118.2
7/11/2011,Home Office,227.82
29-05-2014,Consumer,190.296
9/11/2012,Consumer,109.62
16-06-2014,Home Office,145.557
22-11-2013,Consumer,95.64
20-09-2014,Corporate,95.616
23-05-2014,Consumer,136.5
8/3/2011,Consumer,124.146
30-07-2013,Corporate,93.42
2/3/2012,Corporate,136.38
31-10-2012,Consumer,54.9
23-05-2012,Corporate,62.72
9/7/2011,Corporate,133.392
23-10-2014,Consumer,88.68
27-05-2014,Consumer,78.246
25-10-2013,Corporate,80.46
14-06-2013,Home Office,244.26
23-02-2014,Consumer,34.101
19-11-2014,Consumer,169.68
21-09-2012,Home Office,85.3
18-05-2013,Consumer,65.17
25-06-2011,Corporate,71.632
18-11-2014,Consumer,239.96
16-09-2014,Consumer,184.752
22-08-2014,Consumer,237.096
18-12-2013,Consumer,82.32
14-08-2013,Corporate,141.33
27-11-2012,Consumer,93.84
29-10-2012,Consumer,105.952
13-08-2014,Home Office,166.92
18-11-2013,Consumer,291
16-09-2013,Consumer,192.375
18-06-2012,Consumer,119.799
6/5/2011,Home Office,107.94
26-09-2013,Corporate,120.96
12/8/2011,Corporate,68.892
27-05-2014,Corporate,186
6/2/2013,Home Office,134.91
29-07-2011,Corporate,43.08
24-11-2012,Consumer,96.84
25-02-2013,Home Office,161.16
27-09-2012,Consumer,55.5
25-01-2014,Consumer,144.9
18-07-2013,Corporate,162.64
28-06-2012,Home Office,140.75
17-04-2014,Home Office,115.89
20-12-2011,Consumer,103.92
22-08-2011,Corporate,224.82
3/11/2014,Home Office,117.504
5/9/2013,Home Office,88.3
23-04-2013,Corporate,88.3
1/8/2013,Consumer,57.3
11/6/2014,Home Office,172.53
25-10-2011,Consumer,78.84
10/6/2014,Corporate,93.195
16-09-2014,Consumer,94.38
26-11-2011,Corporate,54.18
18-04-2011,Corporate,57.528
27-08-2011,Corporate,275.16
5/10/2011,Home Office,53.9325
1/1/2013,Home Office,94.98
13-11-2013,Home Office,85.14
13-02-2012,Home Office,152.118
24-08-2013,Corporate,130.56
12/2/2014,Corporate,88.776
5/7/2011,Home Office,180.96
19-02-2014,Corporate,109.53
17-10-2011,Consumer,119.976
21-10-2011,Corporate,194.7
3/7/2014,Consumer,178.5
3/5/2013,Consumer,96.256
9/10/2012,Consumer,68.6
12/6/2012,Corporate,158.6
14-10-2013,Corporate,154.8
13-08-2013,Consumer,123.93
22-03-2013,Home Office,101.4135
28-03-2014,Consumer,62.04
4/12/2014,Home Office,70.308
26-10-2012,Home Office,99.198
15-03-2014,Consumer,128.9025
7/6/2013,Consumer,163.3275
28-11-2014,Home Office,169.56
4/8/2014,Consumer,101.46
12/6/2012,Consumer,66.48
28-10-2013,Consumer,177.75
27-02-2013,Corporate,67.92
23-09-2013,Consumer,61.86
2/4/2011,Corporate,177.68
6/12/2013,Consumer,142.68
17-12-2013,Consumer,124.416
22-06-2013,Home Office,98.64
20-11-2014,Consumer,64.8
30-12-2014,Home Office,167.58
26-11-2012,Consumer,137.44
20-09-2013,Consumer,35.28
20-06-2011,Corporate,80.1
26-06-2012,Corporate,149.931
19-12-2014,Corporate,118.32
28-09-2012,Consumer,145.719
25-09-2013,Consumer,155.372
11/3/2013,Consumer,176.784
24-04-2014,Consumer,155.34
11/11/2013,Consumer,67.71
1/8/2014,Consumer,36.792
3/6/2014,Consumer,88.86
4/6/2014,Consumer,107.82
21-11-2011,Home Office,107.48
5/12/2011,Corporate,78.8
27-09-2011,Consumer,135.54
28-04-2014,Home Office,137.16
15-11-2012,Consumer,54.513
10/10/2013,Consumer,140.436
4/3/2013,Consumer,291.78
12/2/2014,Consumer,186.786
1/2/2013,Consumer,201.123
20-06-2012,Corporate,257.64
14-03-2014,Consumer,174.3
3/12/2013,Corporate,60.75
6/12/2013,Home Office,45
6/12/2013,Consumer,49.6
29-08-2011,Consumer,154.08
8/1/2014,Consumer,95.28
9/11/2011,Consumer,187.839
13-06-2011,Corporate,73.35
22-10-2013,Home Office,94.875
4/3/2013,Corporate,101.412
23-10-2012,Consumer,145.2168
27-11-2014,Corporate,205.7286
20-11-2012,Consumer,141.552
24-08-2012,Consumer,214.656
13-04-2011,Home Office,96.12
15-06-2013,Home Office,169.28
4/6/2013,Consumer,128
27-04-2012,Home Office,121.5
20-11-2013,Home Office,206.16
14-11-2013,Consumer,104.16
1/5/2014,Consumer,101.4
18-12-2014,Corporate,131.49
19-11-2013,Consumer,163.68
1/11/2011,Consumer,147.96
8/8/2012,Corporate,68.526
17-09-2013,Home Office,324.48
29-08-2013,Consumer,156.3728
13-03-2013,Consumer,145.356
20-02-2012,Corporate,200.04
18-07-2013,Home Office,61.71
20-06-2011,Corporate,52.86
11/3/2013,Consumer,160
23-06-2014,Consumer,83.016
4/10/2014,Home Office,171.36
7/8/2013,Corporate,79.11
23-03-2012,Corporate,134.1
11/11/2013,Consumer,195.39
29-10-2013,Corporate,61.56
18-12-2014,Home Office,155.04
2/5/2012,Home Office,162.6093
30-12-2013,Consumer,120.96
18-09-2013,Consumer,157.8
9/12/2013,Consumer,103.68
27-06-2011,Consumer,223.96
5/3/2012,Corporate,99.372
30-03-2012,Corporate,114.72
15-12-2014,Consumer,151.2
11/5/2013,Corporate,56.76
12/9/2011,Corporate,173.31268
12/9/2012,Consumer,107.44
4/1/2011,Consumer,139.77
27-03-2012,Consumer,99.12
9/9/2013,Consumer,125.82
27-11-2014,Corporate,213.136
6/3/2014,Consumer,221.16
17-06-2014,Corporate,110.28
19-09-2011,Consumer,72.567
20-12-2014,Home Office,62.28
18-12-2014,Corporate,67.36
22-11-2013,Corporate,151.56
20-06-2012,Consumer,155.34
25-09-2013,Home Office,103.2
2/3/2012,Home Office,206.712
31-05-2011,Consumer,138.69
1/4/2014,Consumer,75.04
21-09-2012,Corporate,151.2
19-11-2014,Home Office,172.98
22-10-2011,Corporate,80.46
16-08-2013,Consumer,101.88
16-03-2012,Corporate,231.9
19-06-2012,Consumer,118.713
31-07-2013,Consumer,41.13
11/12/2014,Consumer,53.91
7/7/2011,Consumer,186.462
11/9/2014,Consumer,96.42
27-09-2011,Corporate,87.54
11/2/2014,Corporate,52.08
22-10-2014,Corporate,72.45
30-06-2014,Corporate,148.17
24-06-2013,Corporate,146.4
12/9/2013,Consumer,40.32
6/3/2013,Home Office,184.38
25-01-2014,Home Office,109.92
20-06-2014,Corporate,118.746
18-10-2012,Home Office,313.56
22-03-2014,Corporate,276.4656
25-09-2012,Consumer,104.625
27-09-2014,Consumer,103.77
9/4/2014,Consumer,25.2
6/8/2014,Home Office,176.4
20-01-2012,Corporate,70.434
28-03-2013,Corporate,98.64
29-07-2013,Consumer,318.2544
25-10-2013,Corporate,100
15-05-2014,Consumer,46.2
25-09-2014,Home Office,89.9
27-11-2014,Consumer,59.82
10/9/2013,Consumer,70.992
15-12-2014,Consumer,178.38
27-11-2013,Corporate,33.72
23-10-2012,Corporate,135.2
1/2/2012,Corporate,94.02
13-12-2011,Corporate,82.6
13-12-2011,Corporate,285.48
19-09-2012,Consumer,31.08
13-12-2013,Corporate,73.8
26-08-2013,Corporate,49.08
27-09-2011,Consumer,78.246
22-12-2011,Home Office,118.1943
4/12/2014,Home Office,49.02
27-02-2013,Corporate,79.5
26-11-2014,Corporate,112.92
23-11-2011,Consumer,29.99
20-10-2011,Corporate,98.352
9/3/2012,Home Office,123.36
27-01-2011,Consumer,229.56
6/1/2014,Corporate,234.92
28-03-2014,Consumer,154.624
26-12-2014,Consumer,944.2
17-10-2012,Corporate,125.36
18-06-2014,Consumer,161.4
23-03-2013,Consumer,284.16
18-11-2014,Corporate,143.04
28-09-2011,Home Office,89.55
9/4/2011,Corporate,57.825
18-08-2011,Consumer,60.696
25-03-2014,Home Office,137.88
27-08-2013,Corporate,108
10/6/2014,Corporate,100.2
22-09-2014,Home Office,90.99
6/12/2012,Home Office,63.207
28-08-2013,Home Office,38.46
20-08-2013,Consumer,48.93
18-06-2014,Consumer,76.96
3/10/2013,Consumer,75.6
22-11-2012,Consumer,296.73
27-03-2014,Home Office,145.35
10/9/2012,Consumer,143.79
14-02-2014,Corporate,106.8
8/10/2013,Consumer,59.16
5/7/2012,Consumer,45.69
20-09-2011,Corporate,118.44
17-11-2014,Home Office,69.861
7/5/2012,Corporate,31.74
27-09-2014,Consumer,130.24
17-09-2014,Corporate,333.234
19-12-2013,Home Office,158.976
20-03-2014,Consumer,115.5
2/3/2012,Home Office,209.16
12/12/2011,Consumer,85.905
3/9/2012,Corporate,129.45
18-08-2014,Home Office,102.93
12/12/2014,Consumer,116.98
24-09-2013,Corporate,184.752
4/8/2011,Consumer,141.45
22-08-2012,Consumer,87.76
17-03-2014,Corporate,60.372
28-06-2013,Home Office,164.7
16-09-2011,Consumer,173.85
12/5/2012,Consumer,57.84
27-12-2012,Home Office,532.3992
1/3/2013,Consumer,111.104
15-11-2012,Corporate,34.944
6/7/2013,Corporate,94.38
19-12-2014,Corporate,87.96
24-04-2014,Consumer,78.288
24-09-2012,Home Office,62.34
9/12/2014,Consumer,64.692
7/6/2012,Consumer,77.4
25-01-2013,Consumer,74.601
16-05-2014,Consumer,85.995
16-04-2011,Home Office,199.92
26-06-2014,Home Office,94.5
26-10-2012,Home Office,41.16
15-10-2014,Corporate,168.372
24-12-2011,Home Office,173.656
8/2/2013,Consumer,101.328
4/9/2013,Consumer,110.16
27-03-2013,Consumer,69.04
1/10/2012,Corporate,108.36
16-09-2013,Home Office,80.1
14-07-2012,Home Office,105.3375
31-05-2014,Home Office,79.29
4/7/2014,Consumer,34.2
28-07-2011,Consumer,48.944
17-05-2013,Consumer,128.52
19-09-2013,Consumer,349.32
15-10-2011,Consumer,136.64
20-09-2013,Home Office,95.16
31-01-2011,Consumer,163.98
15-08-2013,Home Office,118.1565
22-01-2013,Corporate,128.898
10/12/2013,Consumer,83.862
10/5/2011,Consumer,158.13
19-09-2014,Consumer,101.34
3/3/2011,Consumer,176.772
7/3/2011,Corporate,204.9
26-12-2014,Consumer,48.6
5/6/2013,Home Office,98.52
18-08-2014,Consumer,74.16
4/5/2012,Corporate,130
17-12-2013,Home Office,104.328
8/11/2014,Consumer,152.28
7/1/2013,Corporate,339.48
29-03-2011,Home Office,110.2572
16-06-2014,Consumer,57.825
5/12/2012,Consumer,45.04
17-04-2013,Corporate,103.68
18-02-2014,Consumer,137.16
13-10-2014,Consumer,415.71
3/11/2011,Consumer,174.5184
31-10-2014,Consumer,199.98
21-12-2012,Consumer,47.976
19-11-2011,Corporate,213.08
9/12/2013,Consumer,68.112
28-01-2012,Corporate,217.6
24-05-2013,Home Office,76.544
26-12-2012,Corporate,84.18
23-11-2011,Consumer,266.22
14-08-2012,Home Office,277.92
2/12/2013,Home Office,24.12
25-03-2014,Corporate,188.58
26-07-2012,Corporate,72.675
21-09-2013,Consumer,114.912
17-10-2012,Consumer,158.571
5/4/2012,Consumer,130.815
19-08-2011,Consumer,76.776
1/5/2013,Corporate,111.888
9/5/2014,Corporate,128.058
14-06-2013,Consumer,159.6
4/6/2014,Consumer,76.51152
15-08-2014,Corporate,382.21404
21-09-2011,Consumer,77.472
18-11-2014,Corporate,51.4
30-07-2014,Home Office,200.97
20-12-2013,Consumer,145.044
27-02-2013,Consumer,204.66
6/11/2014,Home Office,235.32
6/9/2013,Corporate,82.8
7/8/2014,Consumer,145.74
13-09-2014,Consumer,90.86
16-04-2011,Home Office,134.946
12/1/2012,Consumer,37.296
24-07-2012,Corporate,129.6
12/6/2012,Corporate,154.044
29-10-2014,Consumer,39.96
12/7/2013,Home Office,164.025
24-08-2011,Consumer,75.96
29-12-2014,Corporate,121.905
7/5/2012,Consumer,139.44
5/11/2012,Consumer,91.512
15-10-2013,Corporate,61.8
16-05-2014,Home Office,170.28
12/10/2011,Home Office,52.8
10/8/2011,Corporate,69.15
28-12-2012,Corporate,139.59
14-08-2014,Consumer,73.92
12/6/2014,Corporate,151.56
11/7/2014,Corporate,139.968
4/10/2011,Corporate,105.36
23-09-2014,Home Office,124.62
27-12-2013,Consumer,141.57
24-06-2012,Consumer,100.95
4/11/2014,Consumer,95.22
12/3/2012,Consumer,115.83
26-10-2012,Corporate,252.54
20-11-2014,Consumer,219.075
26-09-2012,Corporate,119.904
28-12-2014,Consumer,108.66
24-05-2012,Corporate,88.992
8/3/2012,Corporate,75
5/11/2014,Consumer,600.36
25-06-2013,Consumer,58.44
22-01-2014,Consumer,115.8
2/10/2012,Consumer,122.985
3/11/2011,Consumer,168.6825
11/11/2013,Home Office,178.92
17-01-2012,Corporate,111.84
18-11-2014,Consumer,30.72
30-11-2013,Home Office,176.94
27-05-2014,Home Office,39.39
5/7/2013,Consumer,55.74
26-09-2014,Consumer,132.44
6/5/2011,Home Office,91.08
7/6/2013,Corporate,97.92
12/8/2014,Home Office,90
11/5/2012,Consumer,103.56
21-08-2011,Consumer,67.86
21-12-2011,Home Office,46.725
23-08-2012,Home Office,125.73
24-11-2014,Consumer,69.57
17-08-2012,Home Office,200.88
1/6/2012,Consumer,111.834
31-12-2012,Consumer,54.6
1/10/2014,Consumer,143.22
19-06-2013,Corporate,68.4018
19-05-2014,Consumer,154.08
7/10/2013,Consumer,175.77
26-10-2012,Corporate,89.64
29-04-2011,Corporate,99.92
28-11-2013,Corporate,115.02
18-11-2014,Consumer,155.712
14-11-2011,Home Office,88.224
18-03-2014,Corporate,37.8
8/7/2013,Corporate,74.08
1/9/2011,Corporate,77.5
6/5/2011,Consumer,151.38
11/2/2013,Consumer,111.96
17-10-2014,Home Office,93.18
13-08-2014,Consumer,138.69
17-05-2013,Home Office,66.96
5/11/2012,Corporate,33.444
7/3/2014,Consumer,71.97
24-09-2013,Consumer,118.25
10/9/2014,Consumer,177.536
29-09-2012,Corporate,75.18
20-09-2011,Consumer,103.04
21-06-2013,Consumer,99.288
15-11-2014,Consumer,134.46
12/12/2013,Corporate,97.74
6/6/2012,Home Office,129.285
31-08-2012,Consumer,298.62
14-10-2011,Corporate,161.64
9/9/2014,Consumer,50.46
11/3/2014,Home Office,124.02
22-12-2011,Home Office,216.4
2/7/2013,Consumer,175.95
24-09-2013,Consumer,180.48
2/7/2012,Consumer,73.1
11/5/2012,Consumer,171.18
17-11-2011,Home Office,123.579
7/4/2014,Home Office,101.4408
13-05-2014,Home Office,81.8712
14-09-2011,Home Office,43.146
17-08-2011,Consumer,83.34
21-11-2012,Consumer,48.96
21-03-2011,Consumer,319.56
21-07-2014,Consumer,58.8
15-10-2013,Corporate,50.8
23-10-2014,Consumer,213.108
11/4/2012,Consumer,163.44
21-09-2011,Home Office,79.632
9/8/2014,Home Office,126.48
27-08-2012,Corporate,49.32
12/3/2014,Home Office,242.25
9/1/2014,Corporate,82.8
14-11-2011,Consumer,138.6
23-01-2013,Consumer,39.825
26-11-2014,Corporate,113.04
11/1/2011,Home Office,114.768
29-10-2014,Consumer,147.184
26-07-2012,Consumer,161.22
16-10-2013,Home Office,154.98
26-09-2013,Corporate,115.44
22-11-2011,Corporate,67.1
13-11-2014,Corporate,132.8319
26-07-2011,Consumer,170.97
18-07-2014,Home Office,99.9
3/12/2013,Corporate,115.84
19-09-2011,Consumer,87.78
29-05-2014,Corporate,65.28
29-10-2013,Consumer,40.368
18-04-2013,Home Office,303.0664
7/5/2014,Consumer,232.389
5/9/2014,Consumer,116.8425
22-06-2013,Corporate,23.16
25-06-2013,Consumer,34.92
2/10/2012,Home Office,190.98
28-06-2013,Home Office,164.46
3/3/2012,Corporate,115.74
8/5/2014,Consumer,1371.42
20-08-2013,Home Office,35.607
26-10-2012,Corporate,203.88
19-10-2011,Corporate,117.576
5/11/2011,Corporate,192.5
19-10-2012,Consumer,214.2
6/10/2014,Consumer,123.12
5/11/2012,Consumer,132.108
10/9/2014,Corporate,142.592
31-10-2014,Home Office,131.96
10/4/2013,Home Office,87.3
5/8/2014,Consumer,67.98
21-08-2014,Home Office,87.156
8/11/2012,Corporate,111.48
5/2/2013,Corporate,70.794
13-11-2012,Corporate,93.18
29-01-2014,Consumer,82.386
19-11-2012,Corporate,138.48
8/11/2014,Consumer,305.472
3/8/2014,Home Office,108.216
25-12-2012,Consumer,42.16
18-04-2012,Corporate,274.6407
26-08-2014,Corporate,35.175
14-07-2014,Consumer,95.904
14-06-2014,Home Office,47.984
27-09-2014,Consumer,181.68
20-07-2013,Home Office,98.5
2/2/2012,Consumer,97.578
6/2/2014,Consumer,49.95
31-12-2013,Consumer,143.37
26-11-2014,Consumer,99.84
7/6/2011,Consumer,85.32
14-09-2011,Consumer,77.16
21-01-2014,Consumer,160.776
25-06-2014,Consumer,102.93
6/12/2013,Corporate,109.69
1/8/2014,Consumer,109.8
13-11-2014,Corporate,124.32
24-07-2013,Consumer,99.36
18-12-2013,Consumer,132.15
7/2/2011,Consumer,207.825
17-11-2014,Corporate,186.84
9/7/2013,Corporate,152.442
7/12/2012,Consumer,130.59
26-12-2012,Home Office,73.26
24-04-2013,Consumer,78.304
27-11-2014,Consumer,162.84
21-02-2014,Home Office,138.48
18-05-2011,Corporate,122.88
4/11/2011,Consumer,167.58
28-10-2014,Consumer,93.18
26-06-2014,Home Office,99.4
7/6/2014,Home Office,200.51816
18-12-2012,Home Office,39.7
29-06-2012,Consumer,152.766
22-11-2011,Consumer,43.2
7/1/2014,Consumer,116.1675
9/4/2013,Home Office,121.104
2/12/2011,Corporate,60.72
6/12/2012,Corporate,117.48
2/9/2011,Consumer,79.884
21-11-2012,Consumer,32.96
2/4/2014,Consumer,70.88
29-06-2011,Consumer,78.96
4/8/2014,Corporate,106.08
23-08-2012,Home Office,49.929
22-12-2011,Consumer,145.65
13-04-2011,Corporate,71.928
21-10-2014,Consumer,127.47
20-08-2012,Corporate,158.58
1/8/2014,Consumer,98.64
5/8/2014,Home Office,158.76
25-06-2014,Home Office,277.08
12/11/2014,Corporate,90.3
27-08-2013,Home Office,252
4/9/2014,Home Office,309.12
20-01-2014,Consumer,63.18
4/11/2014,Consumer,105.312
6/9/2013,Corporate,116
23-07-2011,Consumer,77.98
21-10-2011,Consumer,92.88
10/6/2014,Home Office,158.328
4/12/2013,Home Office,49.32
4/8/2014,Corporate,194.1867
29-08-2013,Home Office,147.96
4/12/2014,Consumer,132.3
11/9/2012,Home Office,209.6
21-10-2014,Consumer,44.4
28-10-2013,Consumer,101.76
